pond_id,region,date_of_data_collection,time_of_data_collection,type,do_(mg_l),ph,temp_(in_°c),ammonia—nh3_(mg_l),ammonia—tan_(nh3_n)_(mg_l),ammonia—tan_(nh3)_(mg_l),tds_(ppt),turbidity_(in_cm),feed_amount_(kg),stocking_density_(per_acre),species,weight,is_wq_in_range?,measurement_datetime
ara2_f5dabd1c,Eluru,12/08/2025,16:10,Evening,11.3,8.19,25.9,,,,,,,2407.0,"Rohu (Labeo rohita), Catla (Catla catla)",500.0,Yes,2025-12-08 16:10:00
ara2_2e53f20a,Eluru,12/08/2025,16:01,Evening,11.1,8.39,25.8,,,,,,,1534.0,"Catla (Catla catla), Rohu (Labeo rohita)",1000.0,Yes,2025-12-08 16:01:00
ara2_9d82e6a0,Eluru,12/08/2025,15:50,Evening,9.2,8.39,27.6,,,,,,,2226.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2025-12-08 15:50:00
ara2_fdcc3d9a,Eluru,12/08/2025,15:50,Evening,10.9,8.35,25.5,,,,,,,2963.0,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,Yes,2025-12-08 15:50:00
ara2_ef01d63e,Eluru,12/08/2025,15:40,Evening,10.6,8.39,25.3,,,,,,,2740.0,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,Yes,2025-12-08 15:40:00
ara2_f5dabd1c,Eluru,12/08/2025,08:13,Morning,3.2,8.05,24.0,0.01,,0.25,,,600.0,2407.0,"Rohu (Labeo rohita), Catla (Catla catla)",500.0,Yes,2025-12-08 08:13:00
ara2_2e53f20a,Eluru,12/08/2025,07:57,Morning,3.4,8.21,23.9,0.02,,0.25,,,1500.0,1534.0,"Catla (Catla catla), Rohu (Labeo rohita)",1000.0,Yes,2025-12-08 07:57:00
ara2_94eeabd8,Eluru,12/08/2025,07:50,Morning,4.0,8.07,25.1,0.02,,0.25,,,2250.0,2130.0,"Catla (Catla catla), Rohu (Labeo rohita)",1100.0,Yes,2025-12-08 07:50:00
ara2_fdcc3d9a,Eluru,12/08/2025,07:43,Morning,3.5,8.2,23.8,0.0,,0.0,,,850.0,2963.0,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,Yes,2025-12-08 07:43:00
ara2_ef01d63e,Eluru,12/08/2025,07:31,Morning,3.7,8.22,23.9,0.0,,0.0,,,850.0,2740.0,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,Yes,2025-12-08 07:31:00
ara2_9d82e6a0,Eluru,12/08/2025,07:29,Morning,3.8,7.89,25.2,0.01,,0.25,,,900.0,2226.0,"Rohu (Labeo rohita), Catla (Catla catla)",350.0,Yes,2025-12-08 07:29:00
ara2_ca187575,Eluru,12/06/2025,16:00,Evening,10.1,8.39,27.9,,,,,,,5814.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2025-12-06 16:00:00
ara2_fea90a74,Eluru,12/06/2025,15:48,Evening,9.3,8.94,27.8,,,,,,,2358.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2025-12-06 15:48:00
ara2_fea90a74,Eluru,12/06/2025,07:58,Morning,2.5,8.39,25.6,0.13,,1.0,,,700.0,2358.0,"Rohu (Labeo rohita), Catla (Catla catla)",120.0,No,2025-12-06 07:58:00
ara2_ca187575,Eluru,12/06/2025,07:49,Morning,3.7,7.97,25.6,0.01,,0.25,,,1045.0,5814.0,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,Yes,2025-12-06 07:49:00
ara2_b32cef11,Eluru,12/05/2025,16:30,Evening,10.6,8.35,26.6,,,,,,,2227.0,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,Yes,2025-12-05 16:30:00
ara2_e14730af,Eluru,12/05/2025,16:23,Evening,10.6,8.3,25.7,,,,,,,1655.0,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,Yes,2025-12-05 16:23:00
ara2_4e2f7bb0,Eluru,12/05/2025,16:12,Evening,10.3,8.33,26.1,,,,,,,1846.0,"Catla (Catla catla), Rohu (Labeo rohita)",700.0,Yes,2025-12-05 16:12:00
ara2_50841581,Eluru,12/05/2025,16:02,Evening,10.1,8.4,26.0,,,,,,,9000.0,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,Yes,2025-12-05 16:02:00
ara2_163f5bc2,Eluru,12/05/2025,15:56,Evening,9.1,8.38,27.6,,,,,,,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2025-12-05 15:56:00
ara2_c15dc3a2,Eluru,12/05/2025,15:49,Evening,9.0,8.46,27.9,,,,,,,2281.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2025-12-05 15:49:00
ara2_c4b7f174,Eluru,12/05/2025,15:40,Evening,8.7,8.41,28.2,,,,,,,2857.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2025-12-05 15:40:00
ara2_b32cef11,Eluru,12/05/2025,08:13,Morning,4.3,8.23,24.5,0.02,,0.25,,,1300.0,2227.0,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,Yes,2025-12-05 08:13:00
ara2_e14730af,Eluru,12/05/2025,07:58,Morning,3.4,8.17,24.6,0.02,,0.25,,,1400.0,1655.0,"Catla (Catla catla), Rohu (Labeo rohita)",900.0,Yes,2025-12-05 07:58:00
ara2_c4b7f174,Eluru,12/05/2025,07:52,Morning,3.7,7.86,25.2,0.01,,0.25,,,2200.0,2857.0,"Catla (Catla catla), Rohu (Labeo rohita)",800.0,Yes,2025-12-05 07:52:00
ara2_4e2f7bb0,Eluru,12/05/2025,07:49,Morning,3.1,8.25,24.6,0.02,,0.25,,,1600.0,1846.0,"Catla (Catla catla), Rohu (Labeo rohita)",700.0,Yes,2025-12-05 07:49:00
ara2_c15dc3a2,Eluru,12/05/2025,07:47,Morning,3.5,7.94,25.4,0.01,,0.25,,,1375.0,2281.0,"Rohu (Labeo rohita), Catla (Catla catla)",350.0,Yes,2025-12-05 07:47:00
ara2_163f5bc2,Eluru,12/05/2025,07:39,Morning,3.4,7.76,25.2,0.01,,0.25,,,1250.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,Yes,2025-12-05 07:39:00
ara2_50841581,Eluru,12/05/2025,07:38,Morning,3.7,8.22,24.5,0.0,,0.0,,,850.0,9000.0,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,Yes,2025-12-05 07:38:00
ara2_00793177,Eluru,12/04/2025,16:30,Evening,10.5,8.39,27.2,,,,,,,2398.0,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,Yes,2025-12-04 16:30:00
ara2_84b6fb93,Eluru,12/04/2025,16:24,Evening,9.7,8.45,26.7,,,,,,,1019.0,"Rohu (Labeo rohita), Catla (Catla catla)",1000.0,Yes,2025-12-04 16:24:00
ara2_2b34e28c,Eluru,12/04/2025,16:20,Evening,10.7,8.17,27.2,,,,,,,2222.0,"Catla (Catla catla), Rohu (Labeo rohita)",600.0,Yes,2025-12-04 16:20:00
ara2_55de7689,Eluru,12/04/2025,16:15,Evening,11.9,8.49,27.1,,,,,,,1702.0,"Catla (Catla catla), Rohu (Labeo rohita)",650.0,Yes,2025-12-04 16:15:00
ara2_95c4b2c4,Eluru,12/04/2025,16:10,Evening,10.6,8.25,27.1,,,,,,,2963.0,"Catla (Catla catla), Rohu (Labeo rohita)",800.0,Yes,2025-12-04 16:10:00
ara2_957cbe38,Eluru,12/04/2025,16:05,Evening,9.8,8.43,27.1,,,,,,,2787.0,"Catla (Catla catla), Rohu (Labeo rohita)",600.0,Yes,2025-12-04 16:05:00
ara2_f17bbe2f,Eluru,12/04/2025,15:50,Evening,10.3,8.35,27.0,,,,,,,3000.0,"Rohu (Labeo rohita), Catla (Catla catla)",200.0,Yes,2025-12-04 15:50:00
ara2_fea90a74,Eluru,12/04/2025,15:50,Evening,8.2,8.91,27.9,,,,,,,2358.0,"Rohu (Labeo rohita), Catla (Catla catla)",,No,2025-12-04 15:50:00
ara2_b0a5ed5f,Eluru,12/04/2025,15:37,Evening,9.2,8.39,27.2,,,,,,,2239.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2025-12-04 15:37:00
ara2_00793177,Eluru,12/04/2025,08:18,Morning,3.5,8.29,24.6,0.0,,0.0,,,500.0,2398.0,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,Yes,2025-12-04 08:18:00
ara2_2b34e28c,Eluru,12/04/2025,08:06,Morning,3.8,8.06,24.3,0.01,,0.25,,,1000.0,2222.0,"Catla (Catla catla), Rohu (Labeo rohita)",600.0,Yes,2025-12-04 08:06:00
ara2_95c4b2c4,Eluru,12/04/2025,07:52,Morning,3.7,8.15,24.8,0.02,,0.25,,,1450.0,2963.0,"Catla (Catla catla), Rohu (Labeo rohita)",800.0,Yes,2025-12-04 07:52:00
ara2_fea90a74,Eluru,12/04/2025,07:40,Morning,2.4,8.36,25.4,0.12,,1.0,,,700.0,2358.0,"Rohu (Labeo rohita), Catla (Catla catla)",120.0,No,2025-12-04 07:40:00
ara2_84b6fb93,Eluru,12/04/2025,07:40,Morning,3.3,8.22,24.0,0.02,,0.25,,,1000.0,1019.0,"Rohu (Labeo rohita), Catla (Catla catla)",1000.0,Yes,2025-12-04 07:40:00
ara2_f17bbe2f,Eluru,12/04/2025,07:40,Morning,3.5,8.21,24.9,0.02,,0.25,,,450.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla)",200.0,Yes,2025-12-04 07:40:00
ara2_55de7689,Eluru,12/04/2025,07:28,Morning,3.5,8.14,24.6,0.02,,0.25,,,1000.0,1702.0,"Catla (Catla catla), Rohu (Labeo rohita)",650.0,Yes,2025-12-04 07:28:00
ara2_b0a5ed5f,Eluru,12/04/2025,07:18,Morning,1.6,7.99,25.4,0.01,,0.25,,,2640.0,2239.0,"Catla (Catla catla), Rohu (Labeo rohita)",1150.0,No,2025-12-04 07:18:00
ara2_957cbe38,Eluru,12/04/2025,07:15,Morning,3.1,8.09,24.3,0.02,,0.25,,,500.0,2787.0,"Catla (Catla catla), Rohu (Labeo rohita)",600.0,Yes,2025-12-04 07:15:00
ara2_ff85ba57,Eluru,12/03/2025,16:14,Evening,8.3,8.32,25.6,,,,,,,2729.0,"Rohu (Labeo rohita), Catla (Catla catla)",600.0,Yes,2025-12-03 16:14:00
ara2_cd998399,Eluru,12/03/2025,16:01,Evening,9.7,8.4,25.8,,,,,,,2426.0,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,Yes,2025-12-03 16:01:00
ara2_725e7f3b,Eluru,12/03/2025,15:55,Evening,8.0,8.44,26.3,,,,,,,2704.0,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,Yes,2025-12-03 15:55:00
ara2_f5124b92,Eluru,12/03/2025,15:45,Evening,8.8,8.34,26.0,,,,,,,3201.0,"Catla (Catla catla), Rohu (Labeo rohita)",600.0,Yes,2025-12-03 15:45:00
ara2_f5124b92,Eluru,12/03/2025,07:58,Morning,3.2,8.11,24.3,0.02,,0.25,,,500.0,3201.0,"Catla (Catla catla), Rohu (Labeo rohita)",600.0,Yes,2025-12-03 07:58:00
ara2_cd998399,Eluru,12/03/2025,07:49,Morning,3.3,8.18,24.3,0.02,,0.25,,,1400.0,2426.0,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,Yes,2025-12-03 07:49:00
ara2_725e7f3b,Eluru,12/03/2025,07:44,Morning,3.0,8.22,24.6,0.0,,0.0,,,1000.0,2704.0,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,Yes,2025-12-03 07:44:00
ara2_ff85ba57,Eluru,12/03/2025,07:30,Morning,3.0,8.1,24.5,0.02,,0.25,,,1000.0,2729.0,"Rohu (Labeo rohita), Catla (Catla catla)",600.0,Yes,2025-12-03 07:30:00
ara2_6af7067d,Eluru,12/02/2025,08:09,Morning,3.4,8.12,24.4,0.02,,0.25,,,1500.0,2129.0,"Rohu (Labeo rohita), Catla (Catla catla)",400.0,Yes,2025-12-02 08:09:00
ara2_0772ec50,Eluru,12/02/2025,08:01,Morning,3.5,7.95,24.9,0.01,,0.25,,,1400.0,2588.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2025-12-02 08:01:00
ara2_b0a5ed5f,Eluru,12/02/2025,07:52,Morning,1.8,7.87,25.1,0.01,,0.25,,,2640.0,2239.0,"Catla (Catla catla), Rohu (Labeo rohita)",1150.0,No,2025-12-02 07:52:00
ara2_0ac139b5,Eluru,12/02/2025,07:45,Morning,3.2,8.08,24.3,0.02,,0.25,,,2000.0,2432.0,"Catla (Catla catla), Rohu (Labeo rohita)",800.0,Yes,2025-12-02 07:45:00
ara2_09faa72c,Eluru,12/02/2025,07:42,Morning,4.0,8.02,24.9,0.0,,0.0,,,660.0,2546.0,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,Yes,2025-12-02 07:42:00
ara2_4e7754a2,Eluru,12/02/2025,07:40,Morning,3.5,8.13,24.5,0.02,,0.25,,,2000.0,2398.0,"Catla (Catla catla), Rohu (Labeo rohita)",650.0,Yes,2025-12-02 07:40:00
ara2_368849b6,Eluru,12/02/2025,07:36,Morning,3.2,7.99,25.6,0.01,,0.25,,,2640.0,2108.0,"Catla (Catla catla), Rohu (Labeo rohita)",1300.0,Yes,2025-12-02 07:36:00
ara2_8b32e1c5,Eluru,12/02/2025,07:31,Morning,3.1,7.92,24.4,0.02,,0.5,,,750.0,2609.0,"Catla (Catla catla), Rohu (Labeo rohita)",1000.0,Yes,2025-12-02 07:31:00
ara2_249e0180,Eluru,12/02/2025,07:30,Morning,3.4,7.94,25.1,0.01,,0.25,,,1320.0,3243.0,"Catla (Catla catla), Rohu (Labeo rohita)",250.0,Yes,2025-12-02 07:30:00
ara2_31afc592,Eluru,12/02/2025,07:30,Morning,3.2,8.1,25.0,0.02,,0.25,,,800.0,2721.0,"Rohu (Labeo rohita), Catla (Catla catla)",300.0,Yes,2025-12-02 07:30:00
ara2_0b0bdb08,Nellore,11/28/2025,07:28,Morning,3.4,8.03,29.6,0.0,,0.0,,,70.0,2762.0,"Catla (Catla catla), Rohu (Labeo rohita)",800.0,Yes,2025-11-28 07:28:00
ara2_37556c00,Nellore,11/28/2025,07:13,Morning,4.3,7.98,29.2,0.0,,0.0,,,15.0,2200.0,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,Yes,2025-11-28 07:13:00
ara2_bbfca80b,Nellore,11/28/2025,07:09,Morning,3.9,7.86,28.8,0.0,,0.0,,,15.0,2200.0,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,Yes,2025-11-28 07:09:00
ara2_51ee6ab1,Nellore,11/27/2025,16:06,Evening,8.7,8.1,31.1,,,,,,,848.0,Rohu (Labeo rohita),200.0,Yes,2025-11-27 16:06:00
ara2_83b11f44,Nellore,11/27/2025,15:58,Evening,10.1,8.08,30.8,,,,,,,3233.0,"Rohu (Labeo rohita), Catla (Catla catla)",150.0,Yes,2025-11-27 15:58:00
ara2_6ca69422,Eluru,11/27/2025,15:55,Evening,11.4,8.49,28.3,,,,,,,2717.0,"Catla (Catla catla), Rohu (Labeo rohita)",1000.0,Yes,2025-11-27 15:55:00
ara2_50c225c4,Nellore,11/27/2025,15:54,Evening,8.7,8.31,30.8,,,,,,,3521.0,Roopchand,50.0,Yes,2025-11-27 15:54:00
ara2_d52ddb31,Eluru,11/27/2025,15:50,Evening,10.4,8.28,28.0,,,,,,,2486.0,"Catla (Catla catla), Rohu (Labeo rohita)",1250.0,Yes,2025-11-27 15:50:00
ara2_fc999d29,Nellore,11/27/2025,15:49,Evening,9.5,8.09,30.8,,,,,,,3356.0,Roopchand,50.0,Yes,2025-11-27 15:49:00
ara2_0f143c64,Eluru,11/27/2025,15:39,Evening,9.8,8.45,28.4,,,,,,,7576.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2025-11-27 15:39:00
ara2_4f79fc8d,Eluru,11/27/2025,15:35,Evening,11.9,8.48,28.6,,,,,,,6667.0,"Rohu (Labeo rohita), Catla (Catla catla)",150.0,Yes,2025-11-27 15:35:00
ara2_51ee6ab1,Nellore,11/27/2025,08:01,Morning,3.7,7.84,29.8,0.0,,0.0,,,5.0,848.0,Rohu (Labeo rohita),200.0,Yes,2025-11-27 08:01:00
ara2_83b11f44,Nellore,11/27/2025,07:54,Morning,4.3,7.78,29.2,0.0,,0.0,,,45.0,3233.0,"Rohu (Labeo rohita), Catla (Catla catla)",150.0,Yes,2025-11-27 07:54:00
ara2_50c225c4,Nellore,11/27/2025,07:49,Morning,3.4,8.01,29.7,0.0,,0.0,,,30.0,3521.0,Roopchand,50.0,Yes,2025-11-27 07:49:00
ara2_fc999d29,Nellore,11/27/2025,07:45,Morning,4.0,7.8,29.4,0.0,,0.0,,,30.0,3356.0,Roopchand,50.0,Yes,2025-11-27 07:45:00
ara2_6ca69422,Eluru,11/27/2025,07:44,Morning,3.0,8.05,25.1,0.01,,0.25,,,600.0,2717.0,"Catla (Catla catla), Rohu (Labeo rohita)",1000.0,Yes,2025-11-27 07:44:00
ara2_d52ddb31,Eluru,11/27/2025,07:38,Morning,3.3,7.95,25.2,0.01,,0.25,,,1000.0,2486.0,"Catla (Catla catla), Rohu (Labeo rohita)",1250.0,Yes,2025-11-27 07:38:00
ara2_0f143c64,Eluru,11/27/2025,07:28,Morning,3.2,8.14,25.1,0.02,,0.25,,,300.0,7576.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2025-11-27 07:28:00
ara2_4f79fc8d,Eluru,11/27/2025,07:22,Morning,3.3,8.15,25.0,0.02,,0.25,,,800.0,6667.0,"Rohu (Labeo rohita), Catla (Catla catla)",150.0,Yes,2025-11-27 07:22:00
ara2_3dc6f12e,Eluru,11/26/2025,16:36,Evening,11.9,8.38,27.7,,,,,,,1569.0,"Catla (Catla catla), Rohu (Labeo rohita)",1000.0,Yes,2025-11-26 16:36:00
ara2_844ff6fe,Eluru,11/26/2025,16:27,Evening,10.9,8.43,28.6,,,,,,,2240.0,"Rohu (Labeo rohita), Catla (Catla catla)",350.0,Yes,2025-11-26 16:27:00
ara2_46acb0f4,Eluru,11/26/2025,16:23,Evening,11.2,8.47,28.3,,,,,,,70175.0,Rohu (Labeo rohita),,Yes,2025-11-26 16:23:00
ara2_b245aae1,Eluru,11/26/2025,16:20,Evening,11.4,8.45,28.3,,,,,,,1529.0,"Catla (Catla catla), Rohu (Labeo rohita)",800.0,Yes,2025-11-26 16:20:00
ara2_b001208b,Eluru,11/26/2025,16:10,Evening,11.3,8.44,28.2,,,,,,,5000.0,"Catla (Catla catla), Rohu (Labeo rohita)",150.0,Yes,2025-11-26 16:10:00
ara2_d891f276,Eluru,11/26/2025,16:01,Evening,10.7,8.44,27.9,,,,,,,2304.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2025-11-26 16:01:00
ara2_0677080b,Eluru,11/26/2025,16:01,Evening,10.7,8.44,27.9,,,,,,,11538.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2025-11-26 16:01:00
ara2_f0f921b2,Eluru,11/26/2025,15:57,Evening,10.8,8.32,28.3,,,,,,,5357.0,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,Yes,2025-11-26 15:57:00
ara2_79cf3b3a,Nellore,11/26/2025,15:52,Evening,9.7,8.21,30.6,,,,,,,2817.0,"Roopchand, Catla (Catla catla)",650.0,Yes,2025-11-26 15:52:00
ara2_8190e6ec,Eluru,11/26/2025,15:50,Evening,10.6,8.4,28.2,,,,,,,48649.0,"Catla (Catla catla), Rohu (Labeo rohita)",250.0,Yes,2025-11-26 15:50:00
ara2_e7d0223c,Nellore,11/26/2025,15:49,Evening,9.0,8.19,30.8,,,,,,,23474.0,"Rohu (Labeo rohita), Catla (Catla catla)",20.0,Yes,2025-11-26 15:49:00
ara2_0677080b,Eluru,11/26/2025,08:26,Morning,4.2,7.91,25.2,0.01,,0.25,,,600.0,11538.0,"Rohu (Labeo rohita), Catla (Catla catla)",30.0,Yes,2025-11-26 08:26:00
ara2_b245aae1,Eluru,11/26/2025,08:15,Morning,3.1,8.26,26.6,0.0,,0.0,,,800.0,1529.0,"Catla (Catla catla), Rohu (Labeo rohita)",800.0,Yes,2025-11-26 08:15:00
ara2_b001208b,Eluru,11/26/2025,08:03,Morning,3.2,8.27,26.5,0.03,,0.25,,,350.0,5000.0,"Catla (Catla catla), Rohu (Labeo rohita)",150.0,Yes,2025-11-26 08:03:00
ara2_d891f276,Eluru,11/26/2025,08:02,Morning,3.7,7.81,24.9,0.01,,0.25,,,500.0,2304.0,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,Yes,2025-11-26 08:02:00
ara2_844ff6fe,Eluru,11/26/2025,07:52,Morning,3.5,8.18,26.6,0.0,,0.0,,,500.0,2240.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2025-11-26 07:52:00
ara2_f0f921b2,Eluru,11/26/2025,07:51,Morning,3.4,8.22,26.3,0.02,,0.25,,,250.0,5357.0,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,Yes,2025-11-26 07:51:00
ara2_46acb0f4,Eluru,11/26/2025,07:44,Morning,3.1,8.22,26.6,0.02,,0.25,,,300.0,70175.0,Rohu (Labeo rohita),,Yes,2025-11-26 07:44:00
ara2_8190e6ec,Eluru,11/26/2025,07:40,Morning,3.2,8.2,26.7,0.02,,0.25,,,200.0,48649.0,"Catla (Catla catla), Rohu (Labeo rohita)",250.0,Yes,2025-11-26 07:40:00
ara2_e7d0223c,Nellore,11/26/2025,07:32,Morning,3.9,7.78,28.4,0.0,,0.0,,,40.0,23474.0,"Rohu (Labeo rohita), Catla (Catla catla)",20.0,Yes,2025-11-26 07:32:00
ara2_3dc6f12e,Eluru,11/26/2025,07:32,Morning,3.7,7.96,26.5,0.0,,0.0,,,1750.0,1569.0,"Catla (Catla catla), Rohu (Labeo rohita)",1000.0,Yes,2025-11-26 07:32:00
ara2_79cf3b3a,Nellore,11/26/2025,07:23,Morning,4.2,7.81,28.6,0.0,,0.0,,,60.0,2817.0,"Roopchand, Catla (Catla catla)",650.0,Yes,2025-11-26 07:23:00
ara2_3eab831e,Eluru,11/25/2025,16:20,Evening,10.4,8.22,29.2,,,,,,,990.0,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,Yes,2025-11-25 16:20:00
ara2_573a2826,Eluru,11/25/2025,16:11,Evening,10.6,8.44,29.2,,,,,,,7000.0,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,Yes,2025-11-25 16:11:00
ara2_7a7eace1,Eluru,11/25/2025,16:05,Evening,11.1,8.45,29.2,,,,,,,9153.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2025-11-25 16:05:00
ara2_ff85ba57,Eluru,11/25/2025,15:58,Evening,10.3,8.44,29.4,,,,,,,2729.0,"Rohu (Labeo rohita), Catla (Catla catla)",600.0,Yes,2025-11-25 15:58:00
ara2_176528d3,Eluru,11/25/2025,15:58,Evening,11.3,8.42,29.4,,,,,,,1733.0,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,Yes,2025-11-25 15:58:00
ara2_45e1cde5,Eluru,11/25/2025,15:52,Evening,10.9,8.26,29.1,,,,,,,1948.0,"Catla (Catla catla), Rohu (Labeo rohita)",1200.0,Yes,2025-11-25 15:52:00
ara2_b3d128ac,Eluru,11/25/2025,15:45,Evening,10.6,8.34,29.3,,,,,,,2227.0,"Catla (Catla catla), Rohu (Labeo rohita)",600.0,Yes,2025-11-25 15:45:00
ara2_55de7689,Eluru,11/25/2025,15:41,Evening,10.9,8.43,29.6,,,,,,,1702.0,"Catla (Catla catla), Rohu (Labeo rohita)",650.0,Yes,2025-11-25 15:41:00
ara2_771be42c,Eluru,11/25/2025,15:41,Evening,9.9,8.47,29.2,,,,,,,5625.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2025-11-25 15:41:00
ara2_84b6fb93,Eluru,11/25/2025,15:31,Evening,11.5,8.46,29.5,,,,,,,1019.0,"Rohu (Labeo rohita), Catla (Catla catla)",900.0,Yes,2025-11-25 15:31:00
ara2_3eab831e,Eluru,11/25/2025,08:25,Morning,3.5,8.1,27.2,0.02,,0.25,,,200.0,990.0,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,Yes,2025-11-25 08:25:00
ara2_573a2826,Eluru,11/25/2025,08:15,Morning,3.2,8.25,27.1,0.03,,0.25,,,200.0,7000.0,"Rohu (Labeo rohita), Catla (Catla catla)",50.0,Yes,2025-11-25 08:15:00
ara2_b3d128ac,Eluru,11/25/2025,08:05,Morning,3.2,8.22,27.6,0.0,,0.0,,,1500.0,2227.0,"Catla (Catla catla), Rohu (Labeo rohita)",600.0,Yes,2025-11-25 08:05:00
ara2_7a7eace1,Eluru,11/25/2025,07:56,Morning,3.2,7.83,26.8,0.01,,0.25,,,300.0,9153.0,"Rohu (Labeo rohita), Catla (Catla catla)",,Yes,2025-11-25 07:56:00
ara2_176528d3,Eluru,11/25/2025,07:55,Morning,3.4,8.3,27.1,0.03,,0.25,,,500.0,1733.0,"Rohu (Labeo rohita), Catla (Catla catla)",250.0,Yes,2025-11-25 07:55:00
ara2_ff85ba57,Eluru,11/25/2025,07:50,Morning,3.2,8.16,26.8,0.0,,0.0,,,1000.0,2729.0,"Rohu (Labeo rohita), Catla (Catla catla)",600.0,Yes,2025-11-25 07:50:00
ara2_45e1cde5,Eluru,11/25/2025,07:45,Morning,3.1,8.19,27.3,0.02,,0.25,,,1250.0,1948.0,"Catla (Catla catla), Rohu (Labeo rohita)",1200.0,Yes,2025-11-25 07:45:00
ara2_55de7689,Eluru,11/25/2025,07:38,Morning,3.3,8.21,26.6,0.02,,0.25,,,1000.0,1702.0,"Catla (Catla catla), Rohu (Labeo rohita)",650.0,Yes,2025-11-25 07:38:00
ara2_771be42c,Eluru,11/25/2025,07:27,Morning,4.0,8.07,25.8,0.02,,0.25,,,500.0,5625.0,"Rohu (Labeo rohita), Catla (Catla catla)",90.0,Yes,2025-11-25 07:27:00
ara2_84b6fb93,Eluru,11/25/2025,07:21,Morning,3.3,8.11,26.5,0.0,,0.0,,,800.0,1019.0,"Rohu (Labeo rohita), Catla (Catla catla)",900.0,Yes,2025-11-25 07:21:00
ara2_fe1074da,Nellore,11/24/2025,17:12,Evening,8.8,8.38,31.4,,,,,,,2973.0,Roopchand,550.0,Yes,2025-11-24 17:12:00
ara2_0c7bd285,Nellore,11/24/2025,16:50,Evening,8.4,8.16,30.9,,,,,,,1970.0,"Catla (Catla catla), Rohu (Labeo rohita)",800.0,Yes,2025-11-24 16:50:00
ara2_2e8fd6a2,Eluru,11/24/2025,16:22,Evening,9.3,8.43,28.2,,,,,,,10000.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2025-11-24 16:22:00
ara2_733d0028,Eluru,11/24/2025,16:05,Evening,10.8,8.38,28.9,,,,,,,11852.0,"Catla (Catla catla), Rohu (Labeo rohita)",250.0,Yes,2025-11-24 16:05:00
ara2_29660d32,Eluru,11/24/2025,16:02,Evening,8.4,8.48,28.2,,,,,,,1515.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2025-11-24 16:02:00
ara2_6bbd0878,Nellore,11/24/2025,16:00,Evening,8.7,8.16,31.3,,,,,,,1286.0,"Rohu (Labeo rohita), Catla (Catla catla)",850.0,Yes,2025-11-24 16:00:00
ara2_e6fe1327,Eluru,11/24/2025,15:53,Evening,8.8,8.11,28.7,,,,,,,2844.0,"Catla (Catla catla), Rohu (Labeo rohita)",600.0,Yes,2025-11-24 15:53:00
ara2_e47a8d26,Eluru,11/24/2025,15:51,Evening,8.2,8.39,28.9,,,,,,,1556.0,"Catla (Catla catla), Rohu (Labeo rohita)",,Yes,2025-11-24 15:51:00
